minutes	A1	A2	A3	B1	B2	B3	C1	C2	C3	X1	X2	X3	Y1	Y2	Y3
63.3	7.118845	7.072997	7.007633	6.920188	6.944043	7.489552	7.025279	7.225923	7.945282	6.875190	6.922583	7.460415	6.998680	6.941810	8.010595
63.4	7.120599	7.033258	7.020646	6.889205	6.942551	7.470242	7.019378	7.216098	7.822898	6.870647	6.956555	7.816836	7.001256	6.947128	7.936826
63.5	7.120188	6.991908	7.052476	6.893135	6.927855	7.469824	7.068630	7.178294	7.653551	6.862655	6.967375	8.044699	7.001163	6.972608	7.779580
63.6	7.218596	6.964153	7.069686	6.894427	6.934479	7.495103	7.087352	7.148180	7.502257	6.868037	6.948064	8.119615	6.990610	7.005423	7.608326
63.7	7.302675	6.963402	7.116713	6.893192	6.938124	7.477209	7.211202	7.181068	7.405469	6.867084	6.903080	8.091609	7.023140	7.061273	7.493087
63.8	7.329273	6.958770	7.144473	6.902046	6.920395	7.414751	7.260705	7.336829	7.301790	6.866805	6.862421	7.972807	7.102685	7.084060	7.355065
63.9	7.290717	7.002639	7.154499	6.950574	6.911484	7.302408	7.258827	7.529818	7.202757	6.868172	6.849781	7.808069	7.199969	7.101015	7.257212
64	7.161615	7.045935	7.256083	7.045844	6.925124	7.194835	7.201607	7.624981	7.105330	6.908636	6.849728	7.641245	7.220465	7.080983	7.169356
64.1	7.103400	7.151109	7.553928	7.109958	6.925124	7.144874	7.114470	7.632861	7.079543	6.977447	6.846501	7.455581	7.189598	7.045882	7.112279
64.2	7.060766	7.213196	7.839950	7.100817	6.933629	7.093007	7.085082	7.517240	7.046434	7.011934	6.861312	7.311281	7.099400	7.018643	7.101253
64.3	7.031337	7.165906	7.961163	7.035241	6.932205	7.075124	7.059519	7.382555	7.020028	7.030713	6.856541	7.180648	7.045548	7.036378	7.080221
64.4	7.041042	7.109241	8.022920	6.983150	6.915586	7.067608	7.049179	7.311124	7.003889	6.980994	6.850726	7.099816	7.009467	7.200225	7.057411
64.5	7.036001	7.053049	7.943165	6.953410	6.913695	7.056070	7.038309	7.281089	6.998141	6.926777	6.857245	7.064525	6.987838	7.526525	7.041640
64.6	7.019683	7.008118	7.830827	6.931273	6.905867	7.056070	7.029625	7.211558	6.998526	6.887240	6.857158	7.042506	6.999679	7.554285	7.044663
64.7	7.016760	7.000217	7.600320	6.931307	6.903163	7.074546	7.005728	7.162271	6.990960	6.866219	6.862234	7.011667	6.999633	7.554168	7.046207
64.8	7.006107	7.010669	7.466674	6.928273	6.911016	7.087719	6.995185	7.115765	6.978154	6.872998	6.867092	7.018013	7.006249	7.512845	7.039356
64.9	7.020658	7.031357	7.310953	6.904861	6.908148	7.059637	6.978250	7.091226	6.972943	6.872857	6.867659	7.018104	7.012229	7.509077	7.040214
65	7.011197	7.024786	7.180916	6.904671	6.911587	7.023742	6.979299	7.092050	6.973356	6.867107	6.874410	7.016820	7.009437	7.509927	7.040004
65.1	7.012592	6.998319	7.109382	6.905634	6.968075	7.010478	6.982871	7.066675	6.956404	6.865858	6.903278	7.015289	7.011332	7.528596	7.029235
65.2	7.036664	7.021831	7.061257	6.897283	7.014822	6.987956	6.999888	7.053854	6.967378	6.879386	6.971898	7.006145	7.008388	7.528930	7.027061
65.3	7.038209	7.059610	7.042623	6.900347	7.018344	6.969842	7.006871	7.062280	6.996237	6.888857	7.083311	6.994480	6.995234	7.564344	7.029102
65.4	7.044499	7.137760	7.034866	6.897824	6.977235	6.961857	7.002702	7.086334	7.021356	6.890106	7.144610	6.988651	6.986113	7.573329	7.029805
65.5	7.032212	7.150806	7.031482	6.897852	6.939670	6.945464	7.022080	7.123706	7.082768	6.888145	7.137141	6.972764	7.000933	7.557880	7.067346
65.6	7.024387	7.151307	7.016713	6.909678	6.921702	6.945095	7.032262	7.135015	7.190504	6.889489	7.113199	6.969176	7.002966	7.448970	7.174704
65.7	7.027562	7.122138	7.014544	6.914229	6.914406	6.930195	7.038253	7.106453	7.232046	6.921497	7.021822	7.000598	7.001205	7.338343	7.232562
65.8	7.029674	7.095667	7.012122	6.909597	6.921944	6.930713	7.036289	7.088376	7.233385	6.935279	6.987004	7.078509	6.995705	7.252140	7.336677
65.9	7.025558	7.087592	7.002867	6.904947	6.920758	6.927947	7.024821	7.059393	7.201785	6.925353	6.970704	7.213413	6.995705	7.187818	7.328212
66	7.024756	7.082391	7.014285	6.893538	6.912732	6.928615	7.011111	7.086769	7.186192	6.906463	6.951537	7.365274	6.986597	7.139168	7.243928
66.1	7.046253	7.064868	6.988648	6.883818	6.909068	6.954369	7.004242	7.121825	7.106707	6.877354	6.925248	7.417412	6.979230	7.110000	7.191453
66.2	7.050245	7.033191	7.013808	6.894798	6.916195	7.011532	7.009048	7.158395	7.075614	6.862879	6.916699	7.362188	6.979065	7.082880	7.148393
66.3	7.040851	7.006722	7.032940	6.891915	6.926001	7.034359	7.012277	7.216025	7.020169	6.864799	6.931938	7.193113	6.987372	7.061251	7.108284
66.4	7.041228	7.027427	7.091027	6.889455	6.931670	7.034977	7.005905	7.255066	7.000595	6.871448	6.938344	7.106999	6.988856	7.066530	7.062616
66.5	7.071219	7.165455	7.128094	6.895418	6.927344	7.020495	7.000945	7.256133	6.991357	6.879269	6.930960	7.023463	7.004833	7.069180	7.033679
66.6	7.056842	7.361808	7.234573	6.894071	6.927148	7.087330	6.990936	7.235331	6.993520	6.873730	6.931975	7.008065	6.987845	7.086309	7.028219
66.7	7.075058	7.432117	7.333127	6.902422	6.949887	7.370010	6.991269	7.212084	7.040473	6.875609	6.942414	6.971497	6.991880	7.088713	7.034749
66.8	7.131265	7.435353	7.393142	6.895300	7.013207	7.651148	7.005561	7.177684	7.075014	6.883220	6.943312	6.971497	6.992703	7.080851	7.035427
66.9	7.152341	7.410742	7.392284	6.888934	7.082971	7.895295	7.004883	7.151878	7.091920	6.883096	6.939611	6.966490	6.994150	7.058561	7.039932
67	7.132677	7.401324	7.303950	6.867562	7.105802	7.977510	6.992449	7.120786	7.061818	6.867485	6.914178	6.975668	6.994897	7.038411	7.030209
67.1	7.086517	7.406992	7.201529	6.859185	7.117175	7.922444	6.996472	7.097504	7.026644	6.866391	6.897969	6.986112	6.992481	7.001542	7.012172
67.2	7.099561	7.401974	7.128102	6.873285	7.076566	7.780173	7.007540	7.054257	6.980733	6.861967	6.893615	6.984757	6.977202	6.990927	7.008206
67.3	7.157351	7.385866	7.058099	6.877189	7.029929	7.572194	7.042584	7.054257	6.973369	6.860925	6.886729	6.964571	6.987900	6.970353	6.993251
67.4	7.191726	7.358965	7.044142	6.883649	6.970028	7.336062	7.116796	7.049419	6.971589	6.861241	6.878674	6.942247	7.012011	6.963804	6.986635
67.5	7.167914	7.239673	7.016994	6.893762	6.969719	7.190143	7.120544	7.056090	6.980474	6.866669	6.898096	6.940336	7.062090	6.970971	7.001910
67.6	7.106602	7.162647	7.013834	6.922365	6.983585	7.060449	7.072121	7.078703	6.996902	6.877833	6.925634	6.932681	7.099901	6.976912	7.006151
67.7	7.057794	7.107238	7.018360	6.991945	6.970306	7.021098	7.019187	7.072955	7.028461	6.888689	6.987982	6.926237	7.099856	6.971060	7.030581
67.8	7.005602	7.086613	7.027286	6.999849	6.972929	6.997623	6.990464	7.064370	7.041685	6.932606	7.035222	6.934151	7.069069	6.972100	7.039357
67.9	6.994461	7.105587	7.041922	6.970392	7.097231	6.962629	6.974098	7.056538	7.029993	6.966421	7.027851	6.941830	7.010745	7.016354	7.091271
68	6.993708	7.127238	7.033138	6.936031	7.212518	6.937648	6.969981	7.082112	7.027087	6.958488	6.965701	6.985380	7.001262	7.052075	7.119505
68.1	6.995193	7.128882	7.011720	6.905056	7.318523	6.950619	6.955799	7.092856	7.007951	6.920314	6.911430	7.032747	6.987708	7.077776	7.114948
68.2	6.972408	7.105679	6.995703	6.883292	7.315879	6.954552	6.957070	7.156356	6.980929	6.892608	6.888782	7.052958	6.992045	7.071706	7.104638
68.3	6.977790	7.076497	6.995518	6.881610	7.205143	6.938943	6.961854	7.185555	6.980851	6.874173	6.879791	7.062956	6.984104	7.062769	7.102343
68.4	7.002641	7.070903	7.000659	6.873430	7.134234	6.953266	6.982916	7.247962	6.961557	6.873146	6.887742	7.050698	6.979110	7.229930	7.061602
68.5	7.013495	7.085868	7.029471	6.885372	7.073752	6.947756	7.025932	7.234122	6.949267	6.863469	6.892914	7.023159	6.979462	7.532841	7.057640
68.6	7.073136	7.112999	7.022909	6.885488	7.036653	6.943217	7.100339	7.209703	6.945059	6.861822	6.891209	7.003093	6.979534	7.830576	7.047554
68.7	7.109188	7.115540	7.046160	6.880301	6.998835	6.942336	7.154317	7.128384	6.921576	6.862895	6.926103	7.015022	7.002502	8.027720	7.044628
68.8	7.130078	7.090185	7.070869	6.892925	6.975810	6.926159	7.225390	7.093536	6.915293	6.877481	6.943153	7.006567	7.008464	8.036310	7.032976
68.9	7.156560	7.055488	7.081014	6.931646	6.953679	6.925319	7.251442	7.095480	6.931721	6.909417	6.970879	6.989000	7.041577	7.926892	7.026018
69	7.145849	7.049620	7.085490	7.002294	6.949084	6.942018	7.269247	7.111397	6.954774	6.954579	6.990119	6.962190	7.110204	7.795119	7.016065
69.1	7.114404	7.038871	7.070914	7.056196	6.947690	6.965171	7.268769	7.258560	7.012607	7.006388	7.015973	6.961576	7.174266	7.503758	7.036150
69.2	7.085727	7.032363	7.048014	7.077379	6.955777	7.032723	7.199220	7.644827	7.155321	7.069496	6.996629	6.961365	7.224029	7.306455	7.041363
69.3	7.062127	7.014188	7.043512	7.098883	6.984906	7.174736	7.148827	7.704362	7.322439	7.135107	6.965858	6.986161	7.188193	7.156485	7.112982
69.4	7.060044	7.002485	7.036321	7.063447	7.024793	7.290511	7.082044	7.704880	7.456276	7.131512	6.928737	7.018280	7.155524	7.078486	7.243005
69.5	7.065556	7.006717	7.030041	6.997044	7.066418	7.288426	7.069207	7.700958	7.488446	7.100310	6.905345	7.169448	7.091439	7.046255	7.389302
69.6	7.094912	7.005151	6.992481	6.929814	7.056458	7.208840	7.056499	7.687044	7.438795	7.009008	6.898859	7.347782	7.065600	7.031069	7.492306
69.7	7.114713	7.023322	6.992265	6.889952	7.001668	7.113760	7.056499	7.669457	7.325128	6.945505	6.908517	7.506606	7.053364	7.002688	7.483630
69.8	7.116359	7.047632	6.994205	6.875462	6.969093	7.020378	7.049869	7.661224	7.131384	6.900398	6.913845	7.601079	7.059549	7.007163	7.436601
69.9	7.123191	7.077568	6.994205	6.874378	6.939961	6.972305	7.056533	7.686453	7.031009	6.885394	6.912308	7.574706	7.084872	6.994125	7.289470
70	7.144382	7.081786	7.032680	6.910921	6.930012	6.925755	7.077151	7.686474	6.993312	6.887059	6.909585	7.392131	7.109648	6.988286	7.124997
70.1	7.185676	7.061134	7.051614	6.946788	6.926501	6.923528	7.138653	7.666594	6.983232	6.898108	6.890320	7.193346	7.091611	6.983849	7.050387
70.2	7.290310	7.071203	7.180364	6.956235	6.961680	6.925466	7.346902	7.661446	7.015819	6.926289	6.885688	7.070197	7.068030	6.975363	7.024363
70.3	7.357213	7.267240	7.285126	6.949554	6.971025	6.941814	7.563901	7.623711	7.045420	6.959946	6.902854	6.996154	7.048490	6.969096	7.019604
70.4	7.373631	7.518019	7.483870	6.936111	7.031505	6.952959	7.638428	7.617039	7.069328	6.959591	6.961281	6.983758	7.081691	6.970752	7.029768
70.5	7.346412	7.868795	7.502853	6.961245	7.049547	6.952129	7.622585	7.564529	7.049790	6.943305	7.058912	6.972167	7.113476	6.984349	7.050467
70.6	7.309519	7.982924	7.452835	7.065500	7.063854	6.926422	7.550865	7.520788	7.037467	6.911395	7.148254	6.970144	7.154326	6.975173	7.074016
70.7	7.267009	7.992362	7.315688	7.227180	7.053441	6.906624	7.400033	7.486568	7.021470	6.884817	7.187528	6.993713	7.151945	6.971608	7.082426
70.8	7.213195	7.894832	7.196858	7.271139	7.028174	6.890544	7.299361	7.469873	6.963771	6.882462	7.115019	7.007706	7.131136	6.980158	7.047623
70.9	7.165692	7.662905	7.119827	7.263933	7.000224	6.879766	7.231727	7.465455	6.965570	6.882603	7.040350	7.002382	7.123228	7.008964	7.039366
71	7.115293	7.470423	7.032719	7.210896	6.968863	6.890875	7.168340	7.454571	6.964388	6.873518	6.965333	6.970593	7.096408	7.106883	7.014652
71.1	7.078068	7.314816	7.013227	7.122193	6.948929	6.904489	7.102857	7.411913	6.964486	6.909527	6.925099	6.949107	7.082334	7.225392	7.009752
71.2	7.062630	7.192139	7.010163	7.041255	6.919470	6.909813	7.058726	7.405573	6.969765	6.931029	6.924418	6.961395	7.041466	7.319911	7.003149
71.3	7.048505	7.119748	7.033546	7.000473	6.906961	6.925339	7.042561	7.434023	6.978636	6.940566	6.931842	6.949516	7.027540	7.306436	7.012209
71.4	7.067011	7.088184	7.043299	6.964705	6.920898	6.974306	7.018109	7.511853	7.023556	6.931934	6.944067	6.946230	7.027082	7.230202	7.012385
71.5	7.105816	7.065166	7.052097	6.929908	6.940424	7.001884	7.018230	7.518173	7.087053	6.907942	6.929943	6.941425	7.029429	7.153598	7.033468
71.6	7.170676	7.030196	7.049109	6.922532	6.958019	7.001496	7.038578	7.445399	7.103942	6.891370	6.919388	6.980802	7.049841	7.078435	7.077921
71.7	7.173296	7.024984	7.002539	6.925009	6.951315	6.997525	7.064114	7.302457	7.078723	6.889840	6.975411	7.042314	7.078450	7.019794	7.122022
71.8	7.137921	7.006866	6.996881	6.932137	6.932255	6.964472	7.094544	7.220121	7.059998	6.891060	7.244298	7.094239	7.147763	6.994708	7.121854
71.9	7.059063	6.998491	6.988965	6.988546	6.926115	6.962428	7.077084	7.152851	7.019919	6.910699	7.499633	7.125576	7.186625	6.954035	7.108138
72	7.044320	7.000456	6.992339	7.022090	6.946201	6.960853	7.043357	7.120969	6.986162	6.964998	7.543315	7.121971	7.182043	6.952809	7.100595
72.1	7.023574	7.002923	6.988151	7.040112	6.986520	6.950682	7.025272	7.108798	6.966759	6.992171	7.561775	7.090019	7.120455	6.979723	7.084122
72.2	7.023369	7.002258	7.002773	7.021916	7.053795	6.921690	7.009309	7.118974	6.987307	7.034742	7.535696	7.067565	7.067550	6.995179	7.057983
72.3	7.032740	7.002409	7.012045	6.970576	7.124559	6.903744	7.008740	7.110653	7.133788	7.027690	7.530066	7.007089	7.021737	6.986272	7.054864
72.4	7.044578	6.997638	7.071841	6.928516	7.161426	6.896765	7.044845	7.083768	7.293346	6.982728	7.518487	7.004559	7.020964	6.960045	7.085251
72.5	7.057962	7.002246	7.087355	6.905875	7.135575	6.915599	7.121795	7.070901	7.446115	6.949116	7.482328	7.096084	7.029594	6.938293	7.166952
72.6	7.086001	7.021458	7.089645	6.914664	7.053562	6.930686	7.170044	7.089406	7.447134	6.940009	7.447792	7.287329	7.029594	6.931528	7.368548
72.7	7.118287	7.041376	7.089572	6.932303	6.985933	6.987182	7.250121	7.090760	7.366754	6.950069	7.388050	7.494713	7.046466	6.930184	7.465931
72.8	7.126750	7.113159	7.085945	6.957610	6.959304	7.119195	7.290495	7.102107	7.179292	6.956311	7.369691	7.612609	7.055800	6.938634	7.480412
72.9	7.125344	7.220195	7.056770	6.960749	6.950067	7.267833	7.273093	7.126656	7.047513	6.962161	7.413871	7.563573	7.063751	6.950200	7.397520
73	7.127416	7.330138	7.024821	6.990017	6.948066	7.414938	7.255703	7.123006	7.023308	6.957789	7.426929	7.414930	7.066578	6.946860	7.244651
73.1	7.146858	7.406594	7.010060	7.011256	6.947173	7.471371	7.215169	7.118820	7.063158	6.947568	7.394304	7.198699	7.058053	6.979853	7.117944
73.2	7.183005	7.381368	7.064554	7.014372	6.945413	7.410316	7.122550	7.108510	7.190396	6.936384	7.338823	7.090769	7.056578	7.035174	7.090788
73.3	7.185124	7.304864	7.193151	7.012747	6.979951	7.284522	7.082113	7.094156	7.272460	6.936027	7.261593	7.074995	7.049993	7.080527	7.138472
73.4	7.128846	7.199525	7.380084	6.969096	7.242101	7.099221	7.010932	7.074426	7.256192	6.919665	7.239749	7.154375	7.029886	7.087683	7.248362
73.5	7.083419	7.103302	7.446381	6.947497	7.468080	6.988596	6.978483	7.051497	7.182290	6.921670	7.296083	7.280119	7.016177	7.061348	7.375611
73.6	7.058594	7.075097	7.441081	6.934932	7.516540	6.939281	6.969785	7.055089	7.073456	6.909317	7.387671	7.341534	7.006937	7.034899	7.376674
73.7	7.088705	7.033892	7.316576	6.909919	7.556543	6.914654	7.003551	7.062256	7.015164	6.894932	7.388951	7.305352	7.004391	7.007552	7.337089
73.8	7.104068	7.013113	7.175874	6.896612	7.546869	6.916487	7.010510	7.081573	6.962571	6.889602	7.328961	7.218874	7.000505	6.991186	7.247274
73.9	7.099730	7.009401	7.067433	6.898565	7.519208	6.943385	7.023927	7.092310	6.947000	6.883184	7.196415	7.062281	7.021838	6.984341	7.108182
74	7.082980	7.009457	7.055303	6.915859	7.506310	6.958122	7.029990	7.103259	6.956335	6.882576	7.076399	6.989014	7.031936	6.964873	7.045211
74.1	7.076489	7.037323	7.136653	6.916000	7.468200	6.958805	7.031120	7.109599	6.967016	6.892845	6.995358	6.955185	7.028736	6.958052	7.020106
74.2	7.097116	7.032379	7.226599	6.915948	7.406355	6.953859	7.057947	7.115254	7.036908	6.901327	6.971580	6.943173	7.014359	6.949506	7.015328
74.3	7.132767	7.016621	7.269980	6.917668	7.367824	6.923990	7.131542	7.104187	7.099254	6.920224	6.950882	6.945057	7.019039	6.972542	7.027050
74.4	7.198702	7.009585	7.269973	6.927941	7.328259	6.909493	7.580908	7.088532	7.218376	6.920814	6.935948	6.971669	7.050736	6.991692	7.031640
74.5	7.225709	7.001635	7.144795	6.943164	7.338455	6.899861	7.715892	7.150159	7.311786	6.919587	6.931832	7.027738	7.116234	7.068284	7.072147
74.6	7.200859	7.003052	7.052501	6.982499	7.411247	6.903123	7.750250	7.380638	7.303826	6.942814	6.927179	7.166538	7.237866	7.215896	7.130226
74.7	7.142186	7.005686	7.024416	7.053163	7.404831	6.910594	7.734723	7.684288	7.263771	6.975067	6.921874	7.269573	7.283604	7.383451	7.230820
74.8	7.103751	7.019356	6.984615	7.109534	7.364897	6.925766	7.725343	7.903791	7.126706	7.059359	6.926206	7.322987	7.263690	7.490757	7.242399
74.9	7.058584	7.032035	6.984308	7.128592	7.266490	6.974579	7.711724	7.969842	7.126605	7.136734	6.928392	7.268218	7.199274	7.497681	7.221698
75	7.047638	7.051639	6.989607	7.083401	7.193995	7.015819	7.706514	7.936981	7.282247	7.194015	6.943025	7.179520	7.098397	7.432135	7.158883
75.1	7.034241	7.092346	7.004704	7.015251	7.193061	7.032907	7.682070	7.709567	7.484183	7.233102	6.969158	7.175889	7.042524	7.199236	7.155597
75.2	7.023659	7.109727	7.042197	7.026008	7.228399	7.007704	7.668532	7.463855	7.646328	7.474943	7.010104	7.290416	7.045983	7.095704	7.251995
75.3	7.048431	7.097353	7.101241	7.346786	7.299527	6.989130	7.663691	7.271861	7.714435	7.584878	7.012300	7.540950	7.148731	7.002953	7.417331
75.4	7.114073	7.068736	7.198656	7.536167	7.295329	6.976610	7.651498	7.209049	7.637956	7.598791	7.000913	7.788978	7.477240	6.971798	7.634750
75.5	7.285269	7.048361	7.241903	7.555893	7.254621	6.957544	7.621046	7.148174	7.492626	7.577107	6.982416	7.876453	7.569346	6.979475	7.723350
75.6	7.366775	7.049337	7.214895	7.538763	7.140762	6.942964	7.592056	7.118757	7.348862	7.561340	6.951413	7.848867	7.582653	6.994416	7.725481
75.7	7.393902	7.060776	7.155978	7.503276	7.033449	6.945529	7.555797	7.119295	7.269066	7.543202	6.938861	7.728218	7.567569	7.014128	7.597314
75.8	7.385625	7.034682	7.152324	7.477688	6.996326	7.010738	7.525861	7.126308	7.267893	7.514323	6.941664	7.499025	7.532130	7.032476	7.452233
75.9	7.372313	7.016667	7.239331	7.441383	6.970632	7.163987	7.524391	7.105317	7.256530	7.475350	6.941664	7.359069	7.529341	7.027098	7.371974
76	7.395665	7.009565	7.440179	7.419915	6.964327	7.314700	7.512888	7.083651	7.209571	7.439113	6.929164	7.297395	7.502914	6.974572	7.356279
76.1	7.382060	7.004920	7.664192	7.389940	6.951480	7.374873	7.508837	7.070134	7.166647	7.388066	6.950516	7.267986	7.502914	6.951995	7.354009
76.2	7.348977	7.022059	7.715755	7.380023	6.940446	7.313329	7.501934	7.058014	7.158895	7.379513	6.962362	7.223356	7.485551	6.950057	7.350561
76.3	7.273763	7.030476	7.692091	7.361405	6.946830	7.179213	7.480143	7.064511	7.215019	7.361143	6.994611	7.164842	7.473325	6.944831	7.293751
76.4	7.245064	7.118390	7.561492	7.352289	6.938366	7.037052	7.420150	7.064072	7.317513	7.339583	7.001312	7.155104	7.418887	6.923723	7.253399
76.5	7.271912	7.240722	7.381232	7.313163	6.933310	6.963709	7.391486	7.057174	7.346921	7.317589	6.997203	7.209064	7.379635	6.939007	7.288828
76.6	7.342545	7.380679	7.290098	7.237761	6.939600	7.009416	7.379392	7.050965	7.324809	7.283499	6.996921	7.275175	7.327203	6.966213	7.351189
76.7	7.350141	7.484147	7.289531	7.191263	6.944486	7.081815	7.366045	7.037257	7.259849	7.232116	7.079120	7.327704	7.324854	7.012659	7.438900
76.8	7.304092	7.472574	7.290502	7.195546	6.965451	7.188316	7.378861	7.040156	7.172081	7.179249	7.421386	7.320138	7.333496	7.061545	7.437164
76.9	7.251341	7.365705	7.238203	7.228804	6.999656	7.191649	7.344556	7.049819	7.089336	7.174958	7.791385	7.221532	7.353882	7.068798	7.408862
77	7.145283	7.233726	7.199526	7.298704	7.031794	7.138698	7.274433	7.054415	7.051438	7.238171	8.069395	7.133845	7.371892	7.068798	7.313311
77.1	7.126290	7.090322	7.189710	7.314709	7.040530	7.044625	7.185233	7.097520	7.020653	7.300703	8.115644	7.064813	7.319809	7.023082	7.192594
77.2	7.144651	7.046573	7.271801	7.264197	7.007637	6.954969	7.200855	7.173861	6.996119	7.321759	8.040454	7.026182	7.254812	7.004365	7.146021
77.3	7.220853	7.016313	7.310684	7.151820	6.995769	6.927298	7.240602	7.235149	6.975726	7.261055	7.887874	7.003204	7.218827	6.984777	7.120110
77.4	7.278815	6.996747	7.357430	7.057627	6.982155	6.922224	7.308892	7.296237	6.978276	7.156375	7.669852	6.987565	7.226987	6.980525	7.116927
77.5	7.305923	7.031956	7.327179	7.067063	6.961872	6.921464	7.398594	7.280178	7.015040	7.062108	7.327238	6.970873	7.295811	7.027087	7.083269
77.6	7.259780	7.058857	7.246885	7.105438	6.959757	6.914729	7.380450	7.233945	7.021677	7.031775	7.175072	6.953837	7.352721	7.170323	7.043044
77.7	7.181612	7.045847	7.138085	7.171805	6.964383	6.944332	7.277022	7.195099	7.017644	7.087665	7.066373	6.950533	7.388964	7.358201	7.036033
77.8	7.115548	7.034593	7.083346	7.235972	6.971154	7.008722	7.176518	7.171572	6.989934	7.208278	7.012594	6.966505	7.349937	7.484800	7.044219
77.9	7.077642	7.019204	7.069083	7.234698	6.987710	7.051749	7.092185	7.117593	6.940819	7.305335	6.987277	6.985776	7.272165	7.504568	7.058491
78	7.054551	7.001123	7.040319	7.159288	7.028698	7.130668	7.034939	7.083506	6.933077	7.328523	6.973344	6.978670	7.162723	7.399114	7.056413
78.1	7.055210	6.999683	7.008075	7.069476	7.033844	7.137824	7.011082	7.064151	6.926985	7.248472	6.967622	6.960081	7.104530	7.225886	7.055137
78.2	7.054814	6.992644	7.001614	6.969168	7.025450	7.098539	7.008562	7.059023	6.952984	7.137479	6.969615	6.959732	7.054251	7.070714	7.030587
78.3	7.050202	6.992609	6.994811	6.931005	7.011296	7.078690	7.001130	7.091616	6.974981	7.000010	6.954477	6.979824	7.044873	7.073988	7.012530
78.4	7.041549	6.999251	7.019579	6.916064	7.051549	7.139874	6.984933	7.139660	7.007435	6.949074	6.950472	6.985933	7.025953	7.173239	7.024973
78.5	7.056253	7.049299	7.025108	6.901288	7.286892	7.291036	6.985101	7.145095	7.027056	6.933748	6.948453	6.998768	7.013700	7.276076	7.050636
78.6	7.088596	7.068028	7.003949	6.900615	7.620915	7.502438	6.978951	7.127978	7.024697	6.911880	6.946274	7.018665	7.014901	7.369227	7.084941
78.7	7.122352	7.083424	6.995033	6.889308	7.861582	7.618658	6.986440	7.088031	7.010645	6.911846	6.940787	6.996793	7.006522	7.364579	7.087539
78.8	7.113313	7.092993	6.987069	6.892112	7.962919	7.635762	6.986620	7.057881	7.004686	6.925217	6.942581	6.984471	7.004414	7.252418	7.085513
78.9	7.105018	7.078936	6.990516	6.888688	7.954571	7.546214	6.980697	7.058188	7.002461	6.924900	6.930031	6.982190	7.004928	7.140783	7.086256
79	7.083717	7.057591	7.007776	6.889269	7.757610	7.342409	6.981039	7.056829	7.007845	6.923487	6.922415	6.990593	7.017911	7.036035	7.073781
79.1	7.082730	7.055499	7.036914	6.896251	7.527991	7.289782	7.007667	7.052462	7.043108	6.914329	6.934657	6.990607	7.021026	6.972130	7.064893
79.2	7.116240	7.044971	7.043774	6.900697	7.303362	7.289743	7.058712	7.064292	7.070924	6.905842	6.939029	6.986039	7.038163	6.962889	7.075524
79.3	7.149767	7.041752	7.053516	6.908508	7.141179	7.263989	7.080852	7.081856	7.085450	6.905672	6.964627	6.994203	7.075138	6.965201	7.079456
79.4	7.160741	7.070462	7.069311	6.913104	7.069953	7.235233	7.071840	7.114038	7.079899	6.911734	7.109690	7.008203	7.102263	6.984950	7.075690
79.5	7.135456	7.181288	7.060100	6.957483	7.035759	7.183111	7.040881	7.129364	7.061569	6.915471	7.260948	7.003329	7.116176	7.011134	7.079680
79.6	7.106450	7.351735	7.027072	7.003307	7.020353	7.172395	7.028253	7.106876	7.021097	6.954380	7.360374	6.998120	7.109050	7.074313	7.081796
79.7	7.098880	7.439046	7.043114	7.017793	6.988895	7.209072	7.017526	7.091535	7.012484	7.002165	7.346862	6.995418	7.080403	7.168785	7.094925
79.8	7.089382	7.417776	7.059290	7.009670	6.972943	7.316098	6.998279	7.075608	7.021039	7.017087	7.236409	6.982212	7.065762	7.204429	7.099587
79.9	7.086335	7.302921	7.046633	6.991623	6.977066	7.355969	6.993481	7.068888	7.022395	7.008202	7.112241	6.982212	7.046006	7.191638	7.092987
80	7.086744	7.170335	7.042632	6.957237	6.965850	7.347889	7.011855	7.068888	7.033333	6.987114	7.009595	6.979244	7.044681	7.120767	7.076224
80.1	7.095698	7.062528	7.050328	6.941975	6.950114	7.260002	7.026747	7.061469	7.038692	6.970351	6.960950	6.968194	7.050594	7.138758	7.059438
80.2	7.127648	7.085483	7.034787	6.940734	6.951624	7.141024	7.069204	7.039653	7.061269	6.952893	6.945351	6.970902	7.069227	7.285663	7.057425
80.3	7.108423	7.139879	7.026387	6.939737	6.956305	7.027064	7.081920	7.039767	7.064676	6.952361	6.937528	6.977937	7.096526	7.505490	7.057519
80.4	7.103912	7.237043	7.022872	6.966195	6.954854	6.987245	7.071293	7.053794	7.075892	6.937701	6.935933	6.983171	7.112358	7.680985	7.062383
80.5	7.145464	7.277320	7.026223	6.998210	6.941381	6.961420	7.045300	7.064589	7.064762	6.954448	6.936682	7.003241	7.113634	7.734634	7.081790
80.6	7.249719	7.236753	7.025740	7.006214	6.923024	6.942892	7.096888	7.105406	7.066036	6.984647	6.939399	7.006575	7.089598	7.700355	7.088254
80.7	7.508853	7.173642	7.025098	7.008292	6.930851	6.936363	7.259193	7.213632	7.124122	7.010524	6.931316	7.013053	7.094854	7.515272	7.086999
80.8	7.761287	7.060931	7.033644	6.986490	6.936828	6.922901	7.582464	7.345260	7.237067	6.994625	6.910489	7.050003	7.189869	7.394163	7.109368
