minutes	A1	A2	A3	B1	B2	B3	C1	C2	C3	X1	X2	X3	Y1	Y2	Y3
116.4	7.162630	6.983140	6.925704	7.149953	7.234476	6.959414	7.415678	7.934328	6.967335	7.099379	7.085326	6.905440	7.371998	6.947836	7.032883
116.5	7.147584	6.992045	6.968344	7.176467	7.284822	6.973723	7.368748	7.792256	6.934042	7.122730	7.108010	6.905440	7.320163	6.952861	7.048893
116.6	7.143387	7.008921	6.965937	7.183548	7.270934	6.980997	7.322341	7.664863	6.934031	7.117584	7.136422	6.909939	7.236516	6.976448	7.026236
116.7	7.184841	7.029247	6.923385	7.154585	7.210035	6.978319	7.261056	7.517694	6.946450	7.122942	7.157140	6.895505	7.173946	6.967241	7.048366
116.8	7.217571	7.049967	6.929907	7.099482	7.108894	6.978674	7.246761	7.329699	6.945023	7.108771	7.150768	6.891438	7.159881	6.990473	7.045821
116.9	7.266213	7.040232	6.954608	7.071037	7.042913	6.969735	7.269317	7.285143	6.924159	7.092632	7.066885	6.906253	7.164433	7.004960	7.033000
117	7.320964	7.046415	6.917026	7.048745	7.008390	6.955347	7.297194	7.244976	6.926742	7.037475	7.079321	6.903344	7.217092	7.015633	7.040809
117.1	7.356619	7.051217	6.919819	7.039039	7.056470	6.957359	7.355454	7.237000	6.924971	6.997992	7.143678	6.918214	7.268283	7.029570	7.038620
117.2	7.356604	7.075179	6.912151	7.062448	7.067268	6.949209	7.409702	7.216407	6.922965	6.983220	7.274042	6.926604	7.338774	7.056727	7.045934
117.3	7.319619	7.088258	6.918863	7.134091	7.117669	6.971034	7.432877	7.210598	6.916262	6.983675	7.453540	6.919132	7.393479	7.120724	7.031221
117.4	7.236649	7.079767	6.946612	7.188547	7.139160	6.971034	7.469248	7.217807	6.921165	7.008577	7.564726	6.906502	7.450327	7.161330	7.039259
117.5	7.177165	7.037861	6.916759	7.272948	7.178829	6.951791	7.454584	7.225435	6.934086	7.083675	7.581052	6.911117	7.444025	7.162515	7.064933
117.6	7.135399	7.014807	6.914626	7.320069	7.212583	6.949063	7.377948	7.256087	6.920412	7.145222	7.549695	6.905111	7.399307	7.134955	7.055241
117.7	7.107457	6.993295	6.934053	7.323436	7.278925	6.961234	7.258053	7.279588	6.949204	7.233867	7.417798	6.923035	7.346156	7.106486	7.044471
117.8	7.104928	6.946852	6.953856	7.282067	7.275891	6.947659	7.218241	7.301741	6.931293	7.291164	7.344738	6.927172	7.257247	7.021791	7.036329
117.9	7.091212	6.961501	6.951725	7.180290	7.259080	6.941974	7.169100	7.327709	6.963849	7.294705	7.436453	6.927493	7.165249	7.011391	7.032945
118	7.101891	6.971751	6.951725	7.101973	7.207772	6.946975	7.160993	7.315147	6.976220	7.289538	7.624142	6.891812	7.136517	7.009369	7.022407
118.1	7.106394	6.969535	6.952172	7.029467	7.138787	6.955170	7.158633	7.279050	6.985645	7.201571	7.861894	6.884305	7.126122	7.006226	7.022808
118.2	7.110031	6.966924	6.940702	7.002742	7.117268	6.946744	7.145585	7.213216	7.015691	7.086352	8.012919	6.895261	7.116583	7.042775	7.020068
118.3	7.104422	6.986135	6.967510	6.989930	7.154760	6.936688	7.127308	7.187304	7.019234	7.032238	8.083274	6.898024	7.118780	7.045574	7.021727
118.4	7.144864	6.985570	6.958765	6.965137	7.166405	6.958389	7.124559	7.176284	7.031218	6.983474	8.083306	6.912290	7.123895	7.039460	6.999575
118.5	7.232044	7.007053	7.009458	6.976992	7.162315	6.977261	7.123357	7.179177	7.009641	6.959681	8.014189	6.912499	7.114296	7.040225	7.010034
118.6	7.325762	6.987425	7.022975	6.981953	7.122354	6.947431	7.153150	7.182987	7.044142	6.956680	7.855490	6.931778	7.125079	7.037010	7.017526
118.7	7.366417	7.002082	6.999245	6.984334	7.071639	6.965478	7.228054	7.212970	7.078460	6.955031	7.704428	6.930165	7.166136	7.018178	7.008299
118.8	7.361486	7.009663	6.969875	7.008230	7.120670	6.927156	7.351817	7.229553	7.076144	6.968245	7.424776	6.901692	7.290764	6.978474	7.002225
118.9	7.320875	7.012928	6.973761	7.019754	7.259763	6.950553	7.438918	7.260301	7.059235	6.968396	7.285764	6.891556	7.412102	6.966231	7.003159
119	7.238684	7.039582	6.944619	7.097282	7.446140	6.947582	7.469611	7.286037	7.053984	6.967109	7.158479	6.897577	7.473005	6.973785	7.009303
119.1	7.148757	7.042306	6.944914	7.201976	7.591519	6.907870	7.443793	7.302397	7.002073	6.997645	7.082459	6.892626	7.473748	6.969662	7.020779
119.2	7.136657	7.033325	6.929745	7.281560	7.663222	6.907385	7.353183	7.308031	6.963408	7.044915	7.057602	6.895195	7.422235	6.944209	7.041535
119.3	7.127795	7.035070	6.907545	7.280550	7.639939	6.941765	7.265510	7.328258	6.953150	7.127373	7.036187	6.899990	7.335675	6.954615	7.056251
119.4	7.177033	7.021131	6.945819	7.250333	7.551054	6.936001	7.168853	7.333190	6.971474	7.176409	7.037900	6.942967	7.239287	6.967834	7.065075
119.5	7.207704	6.976536	6.962469	7.152553	7.421662	6.919406	7.146972	7.310901	6.955895	7.183972	7.008950	6.949178	7.186475	6.956902	7.099750
119.6	7.250626	7.003955	6.969683	7.066741	7.372235	6.941219	7.167715	7.277938	6.946442	7.145658	7.009475	6.927249	7.186908	6.948428	7.108370
119.7	7.280118	7.022426	6.972572	7.038004	7.441185	6.961355	7.199015	7.225741	6.937737	7.102418	7.024137	6.936505	7.223230	6.937106	7.129163
119.8	7.337968	7.050409	6.977068	7.035739	7.612127	6.958082	7.245476	7.199113	6.957121	7.043589	7.037015	6.976345	7.269354	6.911380	7.176198
119.9	7.353701	7.067825	6.952401	7.066623	7.801665	6.952859	7.318314	7.172637	6.958000	7.013570	7.047792	6.919481	7.308788	6.930244	7.182615
120	7.380037	7.094011	6.937516	7.109480	7.899033	6.964995	7.343633	7.168317	6.979094	7.004696	7.051936	6.941053	7.324939	6.945776	7.185661
120.1	7.370183	7.076760	6.942642	7.155891	7.913109	6.968344	7.402599	7.157619	6.960165	7.031327	7.043439	6.936229	7.353743	6.955455	7.173040
120.2	7.297295	7.070328	6.940861	7.188419	7.864258	6.956356	7.423565	7.199234	6.968149	7.055813	7.023328	6.936229	7.385749	6.951117	7.134825
120.3	7.221050	7.044112	6.984350	7.196630	7.785694	6.982084	7.408198	7.224160	6.982609	7.077607	6.999860	6.956308	7.392972	6.941364	7.095220
120.4	7.202922	7.018950	6.984297	7.245662	7.605172	6.989773	7.369844	7.224160	6.966369	7.112052	6.973570	6.999857	7.396109	6.958690	7.078467
120.5	7.208826	7.018950	6.987369	7.277963	7.415127	6.982892	7.298438	7.250553	6.987145	7.138068	6.964296	7.052427	7.348854	6.941476	7.061641
120.6	7.213068	6.997817	7.041632	7.265551	7.240793	6.990918	7.256071	7.277134	6.993960	7.144085	6.974428	7.108596	7.306545	6.907720	7.033813
120.7	7.194941	6.958888	7.067853	7.216538	7.146973	6.982164	7.224194	7.296210	7.026741	7.156611	6.973468	7.122682	7.291358	6.904994	7.035690
120.8	7.177448	6.956554	7.080517	7.143898	7.094686	6.971295	7.212240	7.295374	7.048256	7.152820	6.972827	7.124797	7.291664	6.940686	7.036795
120.9	7.144294	6.954933	7.123285	7.119695	7.073365	6.979511	7.198828	7.283351	7.103979	7.104582	6.980621	7.131805	7.309481	6.941883	7.043504
121	7.140661	6.970516	7.145442	7.151531	7.052562	6.974709	7.182438	7.308118	7.108715	7.092672	6.991025	7.118732	7.296346	6.921822	7.043624
121.1	7.271537	6.945085	7.200386	7.157006	7.040350	6.961726	7.133066	7.335188	7.114347	7.092420	7.013851	7.075431	7.267376	6.921720	7.053027
121.2	7.385279	6.960122	7.135322	7.157426	7.018577	6.969506	7.127452	7.340454	7.093912	7.120461	7.004985	7.062692	7.234357	6.915960	7.053448
121.3	7.564198	6.933499	7.081226	7.128052	7.029396	6.941599	7.175035	7.276116	7.079692	7.149644	7.025280	7.016342	7.182631	6.912014	7.048711
121.4	7.624325	6.941434	7.065444	7.082497	7.065445	6.934306	7.276615	7.239688	7.044791	7.161800	7.042318	7.024244	7.258866	6.947878	7.031530
121.5	7.629546	6.948461	7.062983	7.065248	7.092192	6.978320	7.451976	7.193047	7.004965	7.111018	7.062414	7.075049	7.449452	6.980453	7.037440
121.6	7.544508	6.947453	7.079539	7.161059	7.118685	6.978320	7.592464	7.146008	7.003152	7.071892	7.035321	7.092471	7.578061	6.947847	7.059400
121.7	7.500823	6.960046	7.063349	7.314340	7.130941	6.959718	7.656505	7.107982	7.029974	7.061812	7.027859	7.075858	7.709474	6.957978	7.081720
121.8	7.446693	6.931577	7.072777	7.504514	7.132420	6.956308	7.645110	7.095417	7.058431	7.110322	6.999308	7.042343	7.762169	6.963494	7.098207
121.9	7.555111	6.931197	7.085238	7.624691	7.106502	6.948717	7.556759	7.103379	7.091767	7.280091	6.988368	7.000901	7.705251	6.997721	7.131339
122	7.677787	6.959436	7.076641	7.632671	7.085065	6.974500	7.459289	7.123657	7.087547	7.420095	6.963171	6.979075	7.575462	7.071869	7.166317
122.1	7.876441	6.946484	7.014606	7.601428	7.016312	6.961662	7.464095	7.109742	7.060968	7.545130	6.960481	6.951493	7.473926	7.109389	7.171781
122.2	7.948268	6.938533	7.007263	7.489882	7.009417	6.949020	7.619324	7.136898	7.044834	7.572817	6.960481	6.928805	7.543474	7.128270	7.164606
122.3	7.973869	6.938987	6.978136	7.405425	6.979823	6.936902	7.803291	7.217201	7.000569	7.552946	6.963391	6.936477	7.659600	7.119382	7.161636
122.4	7.954281	6.932473	6.942015	7.444678	6.982395	6.961149	7.947099	7.249199	6.989161	7.430481	6.965332	6.951467	7.819690	7.102255	7.141838
122.5	7.874472	6.923231	6.958750	7.593308	7.014473	6.989745	8.015880	7.221731	6.965456	7.406187	6.969467	6.983159	7.941154	7.079129	7.102092
122.6	7.702549	6.922834	6.991266	7.769579	7.026176	6.984736	8.005493	7.222470	6.961397	7.551921	6.990752	7.017384	7.953749	7.034079	7.089290
122.7	7.535719	6.924376	7.028107	7.887022	7.027184	7.029423	7.935939	7.280242	6.988713	7.729747	6.992179	7.049527	7.980872	6.995960	7.089945
122.8	7.353195	6.930635	7.054812	7.917805	7.028871	7.078031	7.794643	7.293392	7.031688	7.912972	6.995127	7.093251	7.866725	6.963506	7.093923
122.9	7.228312	6.931418	7.078414	7.890788	7.043817	7.120043	7.646324	7.328480	7.059019	8.049319	7.012577	7.033228	7.668643	6.962573	7.116378
123	7.180287	6.931662	7.067249	7.802118	7.060946	7.110798	7.469689	7.330787	7.126683	8.081263	7.034651	6.996659	7.548026	6.962974	7.129931
123.1	7.160950	6.945985	7.046111	7.635011	7.072683	7.091923	7.284473	7.332519	7.109300	8.081708	7.033879	6.998022	7.384676	6.946156	7.152510
123.2	7.147701	6.940861	7.002255	7.483461	7.086470	7.072864	7.229786	7.322928	7.097755	7.979630	7.007402	6.932558	7.272595	6.907236	7.136107
123.3	7.143832	6.939884	6.986802	7.297209	7.090221	7.055564	7.202544	7.246989	7.069317	7.810417	7.003301	6.932120	7.217668	6.902338	7.125728
123.4	7.124952	6.977941	6.948967	7.165207	7.077336	7.021938	7.202850	7.223850	7.000803	7.620950	6.995444	6.905640	7.213655	6.927957	7.095964
123.5	7.125900	6.974223	6.943348	7.112914	7.046634	6.994500	7.198036	7.217247	6.988120	7.410530	6.993535	6.914320	7.201287	6.911418	7.072864
123.6	7.184147	6.971113	6.946696	7.084232	7.010835	7.054326	7.151305	7.237103	6.947534	7.216804	6.983029	6.920864	7.193510	6.916009	7.065249
123.7	7.214659	6.984675	6.959668	7.074980	7.000728	7.064480	7.142090	7.210882	6.945355	7.153554	6.967573	6.912843	7.171437	6.914084	7.065690
123.8	7.242119	7.025354	6.980208	7.061953	6.983845	7.051747	7.166386	7.244011	6.972271	7.097390	6.960521	6.914176	7.172659	6.905771	7.074473
123.9	7.225668	7.016028	6.993694	7.048886	6.994110	7.012185	7.210580	7.269217	6.990115	7.091102	6.974549	6.906909	7.200371	6.924476	7.076952
124	7.253556	6.997844	6.938590	7.034946	6.936822	7.016338	7.246294	7.242987	6.991999	7.074458	6.964083	6.906969	7.263126	6.911603	7.123260
124.1	7.229495	6.990645	6.941914	7.032253	6.963432	7.005054	7.284350	7.202720	6.998562	7.048417	6.972747	6.922160	7.317311	6.945684	7.123844
124.2	7.200420	6.978865	6.942996	7.067620	6.965283	6.976196	7.306030	7.183736	6.998754	7.027782	6.986615	6.937795	7.340787	6.977874	7.145389
124.3	7.173216	6.948964	6.930604	7.100550	6.965818	6.961864	7.299829	7.179812	7.000384	7.006822	6.990617	6.934790	7.337818	7.024880	7.146552
124.4	7.105668	6.950579	6.910196	7.116363	6.996584	6.962354	7.264796	7.123010	6.956748	7.005307	6.980155	6.908448	7.351058	7.032774	7.126369
124.5	7.097604	6.939504	6.956679	7.130927	6.998660	7.002037	7.234639	7.109752	6.930002	7.025181	6.969852	6.929976	7.306413	7.103745	7.115012
124.6	7.105567	6.938782	6.990886	7.121386	6.992675	7.020815	7.164541	7.125707	6.917593	7.030402	6.973325	6.936026	7.246739	7.073165	7.065702
124.7	7.119192	6.927225	7.048996	7.107625	7.005319	7.063656	7.151300	7.147309	6.927285	7.031382	6.977610	6.905389	7.162874	7.080557	7.056774
124.8	7.141965	6.944052	7.048996	7.055221	7.028971	7.038058	7.119288	7.139237	6.933584	7.033065	6.966358	6.911572	7.133901	7.073325	7.041611
124.9	7.155144	6.952711	7.052843	7.029091	7.036317	7.033285	7.118855	7.121685	6.918460	7.030695	6.972473	6.912973	7.123599	7.067142	7.028520
125	7.160202	6.952053	7.059609	7.009000	7.036856	7.019971	7.174781	7.106503	6.944146	7.024342	6.982463	6.901916	7.124569	7.045605	7.031779
125.1	7.203491	6.975770	7.017003	7.008519	7.049536	6.999943	7.204136	7.106503	6.944146	6.999087	6.993608	6.902450	7.180503	7.039770	7.053886
125.2	7.200257	6.950143	6.961510	6.997371	7.025050	6.969830	7.228030	7.088061	6.989144	6.995649	7.006200	6.908642	7.192312	7.022418	7.057238
125.3	7.221374	6.968133	6.957192	7.001061	6.988337	6.965999	7.259877	7.091677	6.980824	6.982533	7.003450	6.918568	7.217578	7.058545	7.074902
125.4	7.224247	6.948405	6.980043	7.018142	6.957301	6.957138	7.269433	7.075862	6.959628	6.981356	7.033715	6.929670	7.242995	7.084964	7.092749
125.5	7.215439	6.953323	6.967578	7.019763	6.958990	6.943131	7.309194	7.102961	6.959652	6.989863	7.060885	6.937314	7.259736	7.058978	7.085352
125.6	7.149964	6.955082	6.960702	7.056355	6.923142	6.990185	7.309194	7.102444	6.987477	6.986326	7.080028	6.898375	7.280857	7.039486	7.052604
125.7	7.131021	6.946190	6.963627	7.065311	6.945374	6.950252	7.307659	7.114533	6.970161	7.002354	7.139073	6.901832	7.281885	7.021867	7.027455
125.8	7.118603	6.959645	6.958814	7.085640	6.971146	6.951366	7.279886	7.117969	6.972676	7.006330	7.170799	6.909555	7.262565	7.014744	7.036139
125.9	7.111004	7.027319	6.959399	7.112538	6.973236	6.971859	7.244778	7.113600	6.969968	7.007592	7.159584	6.922522	7.254996	6.984882	7.036501
126	7.084379	7.070711	6.944674	7.112358	6.975729	6.924983	7.217634	7.102422	6.961244	7.036467	7.147047	6.916294	7.214470	6.984595	7.043147
126.1	7.068326	7.091618	6.964323	7.104752	6.974921	6.928749	7.173257	7.084070	6.946587	7.049999	7.132649	6.931105	7.201476	6.998165	7.059480
126.2	7.070625	7.118977	6.965364	7.078197	6.970832	6.955599	7.136766	7.083338	6.965272	7.058449	7.087548	6.913329	7.166931	7.085893	7.055049
126.3	7.078262	7.127982	6.946889	7.049607	6.996821	6.956994	7.108155	7.095225	6.935977	7.049190	7.048293	6.905548	7.140584	7.101779	7.056111
126.4	7.052067	7.126562	6.944094	7.028722	7.001821	6.952231	7.122114	7.095225	6.949319	7.032874	7.024096	6.925193	7.123262	7.102033	7.057425
126.5	7.100200	7.095640	6.959681	7.010863	7.000625	7.002513	7.138563	7.097613	6.952695	7.010738	7.016584	6.911705	7.117003	7.048169	7.034095
126.6	7.127943	7.077677	6.928813	7.002531	7.006064	6.980347	7.166812	7.098418	7.013016	6.999242	6.998553	6.917472	7.113344	7.045237	7.029764
126.7	7.125478	7.054593	6.930493	6.983892	7.005391	7.009336	7.182611	7.103613	7.015229	6.992283	7.000814	6.897846	7.108777	6.993138	7.037321
126.8	7.141877	7.060325	6.928426	6.977092	7.025389	7.005627	7.195768	7.105051	7.049318	6.970110	6.981934	6.891243	7.125931	6.965051	7.028224
126.9	7.182600	7.092748	6.962566	6.977428	7.024397	6.986722	7.219602	7.145110	7.069672	6.971522	6.958935	6.915997	7.131236	6.939609	7.025639
127	7.155568	7.061075	6.965395	6.986233	7.003586	6.981527	7.250066	7.169854	7.055899	6.969508	6.948984	6.922913	7.149336	6.941261	7.039487
127.1	7.169253	7.052900	6.930298	6.997797	6.985086	7.009276	7.253302	7.181386	7.001958	6.963400	6.964906	6.920243	7.172118	6.948933	7.070878
127.2	7.200968	7.044182	6.919826	7.018145	6.973285	6.975860	7.257974	7.174274	6.977233	6.967467	6.957048	6.902841	7.180647	6.999010	7.068623
127.3	7.148187	7.005547	6.918532	7.032505	6.973238	6.944143	7.272610	7.164124	6.974134	6.984963	6.941818	6.901875	7.199630	6.985920	7.062302
127.4	7.147635	7.005149	6.900250	7.038311	6.945251	6.941484	7.307271	7.170127	6.937605	7.001415	6.968596	6.901317	7.248220	6.949755	7.053374
127.5	7.139514	6.987344	6.933994	7.045683	6.937940	6.944828	7.316352	7.193528	6.937987	7.011018	6.955517	6.909701	7.297432	6.938111	7.033316
127.6	7.096240	6.985159	6.931110	7.068092	6.944697	6.944542	7.303103	7.225345	6.900740	7.033163	6.930424	6.912888	7.309741	6.907264	7.025656
127.7	7.079415	6.971428	6.917025	7.084835	6.957191	6.944583	7.259413	7.236397	6.901200	7.018839	6.951546	6.906100	7.273817	6.907264	7.028896
127.8	7.079192	6.971925	6.897866	7.089616	6.973020	6.945961	7.185945	7.247568	6.916671	7.022149	6.951877	6.906619	7.238951	6.937690	7.032032
127.9	7.073018	7.038462	6.937854	7.088739	6.965301	6.958226	7.136044	7.227953	6.916671	7.018091	6.950447	6.889149	7.187849	6.864782	7.032267
128	7.069217	7.054116	6.951927	7.064202	6.921435	6.962856	7.106254	7.181046	6.925067	7.011751	6.922419	6.900142	7.130356	6.882805	7.066005
128.1	7.076905	7.064785	6.941191	7.033700	6.938461	6.978029	7.065393	7.115125	6.948819	7.008576	6.955699	6.903699	7.108559	6.912124	7.081652
128.2	7.080414	7.056901	6.968738	7.013156	6.944252	6.959785	7.062565	7.108108	6.971290	7.008594	6.949124	6.927856	7.095765	6.910615	7.070362
128.3	7.124323	7.019127	6.968402	6.980562	6.927342	6.968406	7.063289	7.109653	6.955995	6.999734	6.934032	6.926494	7.104184	6.944022	7.051849
128.4	7.115442	7.007877	6.958427	6.989588	6.941177	6.965022	7.098776	7.072920	6.953715	6.985561	6.936834	6.956122	7.118703	6.895033	7.041599
128.5	7.133363	6.952856	6.969778	6.988444	6.938928	6.973381	7.125494	7.063388	6.964634	6.978738	6.945134	6.957181	7.130306	6.907922	7.031486
128.6	7.139605	6.953591	7.008466	6.979189	6.938928	6.983382	7.165254	7.083981	6.961189	6.955118	6.962091	6.971889	7.137131	6.906102	7.031950
128.7	7.133147	6.952211	6.987279	7.005711	6.911788	6.993659	7.209479	7.074311	6.962324	6.986549	6.924542	6.969106	7.149687	6.904892	7.026919
128.8	7.130796	6.967360	6.985643	7.014145	6.922929	6.942023	7.237821	7.098814	6.997153	6.980112	6.930357	6.934446	7.170884	6.948228	7.015176
128.9	7.150013	6.932282	7.018219	7.016280	6.941801	6.952637	7.258903	7.104250	6.983104	6.986350	6.950246	6.940702	7.187805	6.912282	7.016593
129	7.158243	6.928512	7.059319	7.024431	6.922729	6.952193	7.260751	7.124277	6.986419	7.007070	6.964573	6.965141	7.200794	6.983603	7.022778
129.1	7.217720	6.939177	7.118378	7.030646	6.943969	6.971573	7.281912	7.094113	6.992229	7.009947	6.984435	6.956877	7.216033	6.939044	7.036563
129.2	7.212001	6.920257	7.178999	7.038951	6.943969	6.933194	7.334680	7.094080	6.990096	7.005226	6.970367	6.947175	7.225957	6.917162	7.038761
129.3	7.192695	6.925737	7.180907	7.036586	6.968753	6.957052	7.386488	7.093745	6.990348	7.005891	6.960933	6.928366	7.281400	6.975411	7.048708
129.4	7.233327	6.930717	7.180631	7.043516	6.958293	6.931311	7.397064	7.095805	7.060740	7.003658	6.973537	6.925224	7.332916	6.980187	7.051582
129.5	7.232663	6.918299	7.167449	7.046881	6.945495	6.948453	7.377419	7.108948	7.128833	6.985871	6.976215	6.924309	7.340124	6.929275	7.051223
129.6	7.234593	6.945846	7.079050	7.056667	6.937149	6.950024	7.328548	7.103295	7.129499	7.016951	6.979330	6.930889	7.331571	6.957657	7.054359
129.7	7.200229	6.997030	7.021579	7.084891	6.915500	6.943715	7.307509	7.116098	7.125563	7.009714	6.986986	6.931707	7.293256	6.953799	7.079855
129.8	7.208198	7.035920	6.970537	7.080925	6.925541	6.948687	7.290489	7.149632	7.123499	7.017503	6.989631	6.916517	7.246304	6.932584	7.081270
129.9	7.182899	7.055422	6.948515	7.054987	6.915624	6.945210	7.280073	7.186046	7.058331	7.073368	6.990576	6.930162	7.246014	6.937423	7.073969
130	7.158369	7.045935	6.942426	7.046110	6.922438	6.942432	7.262686	7.279898	7.032421	7.108610	6.986408	6.954089	7.242014	6.973348	7.075231
130.1	7.133338	7.031783	6.936381	7.022901	6.929983	6.949567	7.237923	7.289949	6.997242	7.146889	6.986240	6.969543	7.223509	6.975231	7.100219
130.2	7.108939	6.999768	6.936905	7.013497	6.925894	6.961365	7.218055	7.289127	6.938617	7.174521	6.942830	6.960799	7.210037	6.891474	7.101243
130.3	7.104563	6.933050	6.961442	7.014872	6.933233	6.964004	7.186001	7.223838	6.956243	7.192333	6.930371	6.988831	7.185281	6.892708	7.106327
130.4	7.082400	6.933050	6.997425	7.005504	6.932399	7.024859	7.152942	7.208021	6.944536	7.209179	6.947532	6.949319	7.173976	6.903300	7.107862
130.5	7.078799	6.918875	6.969124	7.008594	6.932701	7.028743	7.124018	7.219994	6.943542	7.205480	6.947195	6.961924	7.143037	6.950987	7.096180
130.6	7.079989	6.915399	6.951894	6.998420	6.922767	7.022001	7.112481	7.229610	6.952720	7.175365	6.950430	6.993891	7.131274	6.913146	7.118896
130.7	7.071609	6.930231	7.038350	7.005082	6.927739	6.983296	7.086993	7.255013	6.979483	7.128905	6.932486	7.035536	7.123905	6.912420	7.166158
130.8	7.071976	6.922948	6.996191	7.000572	6.928935	6.989098	7.085809	7.274933	7.007158	7.073330	6.968146	7.030258	7.116411	6.910528	7.222979
130.9	7.072819	6.934588	6.983036	6.995272	6.930611	7.014990	7.083055	7.262721	7.000510	7.048948	6.986740	7.003971	7.111691	6.913100	7.259668
131	7.044983	6.961273	6.981523	6.991720	6.932376	7.056182	7.098264	7.253054	7.011374	7.035299	6.978627	7.002674	7.112610	6.895578	7.239784
131.1	7.032529	6.965115	6.964464	7.002481	6.947861	7.078238	7.097857	7.229558	7.031116	7.025262	6.972021	6.966442	7.116726	6.894546	7.211987
131.2	7.051198	6.974877	6.965086	7.005966	6.966425	7.055338	7.104196	7.166263	7.036869	7.001321	6.983597	6.953195	7.115799	6.960161	7.171155
131.3	7.053125	6.968805	6.959871	7.009292	6.957478	7.006230	7.094899	7.134721	7.026415	6.999211	6.979158	6.932574	7.124269	6.942408	7.119248
131.4	7.047487	6.943510	6.930674	6.995629	7.016180	6.991987	7.087246	7.138624	7.027489	7.013393	6.975033	6.960089	7.115961	6.952798	7.093355
131.5	7.068724	6.945524	6.929612	6.988028	7.022066	6.985325	7.073384	7.153843	6.990917	6.993413	6.980521	6.918252	7.113543	7.001915	7.083979
131.6	7.064742	6.958198	6.949258	6.989498	7.005210	6.957577	7.063223	7.164348	6.980861	6.990760	7.004078	6.925413	7.120242	6.981132	7.058079
131.7	7.053590	6.942836	6.981597	7.006737	6.970043	6.951332	7.070634	7.211293	6.979114	6.979003	7.009064	6.925413	7.120889	6.966926	7.053424
131.8	7.044593	6.939995	6.943989	6.992220	6.976067	6.961532	7.094612	7.237737	6.956168	6.972726	7.065183	6.931023	7.127845	7.016509	7.047876
131.9	7.047855	6.885010	6.932513	6.990988	6.946141	6.964899	7.093488	7.200423	6.963933	6.974080	7.148441	6.924482	7.138591	7.005270	7.048122
132	7.048368	6.871856	6.932365	7.007225	6.946128	6.958698	7.091762	7.239039	6.962454	6.976780	7.193758	6.934780	7.146685	7.008578	7.053262
132.1	7.037056	6.874784	6.952724	7.000649	6.964908	6.967640	7.082505	7.181577	6.969033	6.983700	7.216115	6.919621	7.138755	6.984035	7.058519
132.2	7.049182	6.886010	6.916380	6.986584	6.953241	6.974073	7.082477	7.177032	6.969033	6.989632	7.206889	6.939403	7.145546	7.019473	7.077462
132.3	7.052159	6.872951	6.917295	6.990139	6.944753	6.980312	7.080947	7.169724	6.959919	6.992040	7.163664	6.934406	7.124495	7.040012	7.082149
132.4	7.043023	6.899242	6.920572	6.990230	6.927144	7.013210	7.078185	7.163827	6.948936	6.996855	7.123469	6.934406	7.110507	7.040823	7.079033
132.5	7.049879	6.899912	6.934529	6.988996	6.927133	7.031904	7.080147	7.108945	6.936617	6.994932	7.057952	6.919894	7.104433	7.054291	7.112268
132.6	7.044082	6.933156	6.941789	6.980642	6.960506	7.065986	7.070920	7.134923	6.929400	6.988553	7.059373	6.960209	7.093520	7.126761	7.111653
132.7	7.059303	6.965829	6.932591	6.972217	6.973213	7.061130	7.063715	7.153270	6.939500	6.975854	7.075578	6.924972	7.100347	7.188248	7.090902
132.8	7.040406	6.904725	6.929547	6.971545	6.987448	7.054668	7.060617	7.130504	6.941900	6.975964	7.078432	6.935077	7.089941	7.133371	7.058485
132.9	7.040346	6.943823	6.933389	6.963981	6.967202	7.029085	7.056877	7.088243	6.923745	6.976621	7.113089	6.912543	7.091361	7.078290	7.041096
133	7.047374	6.967775	6.991659	6.975221	6.970217	7.005925	7.056877	7.061276	6.932500	6.974618	7.109305	6.919222	7.087041	7.004662	7.041213
133.1	7.082925	6.970033	6.986256	6.975208	6.966156	6.977346	7.090234	7.076828	6.919410	6.963280	7.066904	6.929876	7.100140	6.954017	7.053971
133.2	7.086547	6.953589	6.924908	6.964509	6.970298	6.966779	7.092860	7.048959	6.939923	6.966081	7.066565	6.902348	7.116590	6.951306	7.016681
133.3	7.105118	6.951517	6.921261	6.966860	6.965830	6.967285	7.135624	7.029723	6.930257	6.966884	7.019604	6.916546	7.124611	6.913784	7.022366
133.4	7.113593	6.931960	6.981738	6.985537	6.988061	6.965501	7.157533	7.057049	6.917127	6.972192	6.996045	6.927957	7.137212	6.900895	7.036201
133.5	7.114641	6.927107	6.954685	6.993066	7.016813	6.972644	7.173139	7.101746	6.917829	6.973612	7.018311	6.893002	7.157344	6.912832	7.066828
133.6	7.102225	6.933113	6.940093	6.996648	7.080217	6.992707	7.164508	7.074931	6.908449	6.969668	7.019520	6.892474	7.165144	6.920924	7.056498
133.7	7.144236	6.954426	6.917639	6.993583	7.100281	6.993178	7.160582	7.054734	6.905008	6.970440	7.060350	6.936395	7.183941	6.925564	7.016342
133.8	7.155054	6.996988	6.931443	6.983814	7.149758	6.990790	7.173547	7.074119	6.928717	6.969247	7.059969	6.933666	7.228033	6.943871	7.024233
133.9	7.140247	6.996097	6.944290	7.012853	7.145052	6.974880	7.191643	7.093571	6.893592	6.966568	7.097124	6.916830	7.268966	6.943574	7.031477
134	7.117694	6.997513	6.930783	7.016965	7.118770	6.979778	7.231326	7.101859	6.926697	6.971510	7.098877	6.932333	7.327591	6.943748	7.022405
